文件,函数名,函数签名,起始行,总行数,已执行行数,行覆盖率(%)
lighttpd1-gcov/src/mod_webdav.c,webdav_has_lock,"webdav_has_lock (request_st * const r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3995</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                 const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3996</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                 const buffer * const uri)",3943,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_propfind,"mod_webdav_propfind (request_st * const r, const plugin_config * const pconf)",3997,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_mkcol,"mod_webdav_mkcol (request_st * const r, const plugin_config * const pconf)",4176,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_delete,"mod_webdav_delete (request_st * const r, const plugin_config * const pconf)",4404,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_write_cq,"mod_webdav_write_cq (request_st * const r, chunkqueue * const cq, const int fd)",4417,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_write_single_file_chunk,"mod_webdav_write_single_file_chunk (request_st * const r, chunkqueue * const cq)",4505,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_put_0,"mod_webdav_put_0 (request_st * const r, const plugin_config * const pconf)",4525,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_put_prep,"mod_webdav_put_prep (request_st * const r, const plugin_config * const pconf)",4556,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_put_linkat_rename,"mod_webdav_put_linkat_rename (request_st * const r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4701</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                              const char * const pathtemp)",4604,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_put_range,"mod_webdav_put_range (request_st * const r, const buffer * const h,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4755</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      const plugin_config * const pconf)",4702,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_put,"mod_webdav_put (request_st * const r, const plugin_config * const pconf)",4756,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_copymove_b,"mod_webdav_copymove_b (request_st * const r, const plugin_config * const pconf, physical_st * const dst)",4905,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_copymove,"mod_webdav_copymove (request_st * const r, const plugin_config * const pconf)",5037,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_proppatch,"mod_webdav_proppatch (request_st * const r, const plugin_config * const pconf)",5396,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_conflicting_lock_cb,"webdav_conflicting_lock_cb (void * const vdata,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5597</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                            const webdav_lockdata * const lockdata)",5414,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_lock,"mod_webdav_lock (request_st * const r, const plugin_config * const pconf)",5598,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_unlock,"mod_webdav_unlock (request_st * const r, const plugin_config * const pconf)",5613,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,SUBREQUEST_FUNC,SUBREQUEST_FUNC(mod_webdav_subrequest_handler),5929,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,PHYSICALPATH_FUNC,PHYSICALPATH_FUNC(mod_webdav_physical_handler),5978,51,0,0.00
lighttpd1-gcov/src/mod_alias.c,mod_alias_remap,"mod_alias_remap (request_st * const r, const array * const aliases)",1,51,0,0.00
lighttpd1-gcov/src/mod_proxy.c,SETDEFAULTS_FUNC,SETDEFAULTS_FUNC(mod_proxy_set_defaults),1,51,0,0.00
lighttpd1-gcov/src/fdlog.c,fdlog_init,"fdlog_init (const char * const fn, const int fd, const int mode)",1,27,0,0.00
lighttpd1-gcov/src/fdlog.c,fdlog_free,fdlog_free (fdlog_st * const fdlog),11,17,0,0.00
lighttpd1-gcov/src/array.c,array_match_key_prefix_klen,"array_match_key_prefix_klen (const array * const a, const char * const s, const uint32_t slen)",1,51,11,21.57
lighttpd1-gcov/src/array.c,array_match_key_prefix_nc_klen,"array_match_key_prefix_nc_klen (const array * const a, const char * const s, const uint32_t slen)",515,51,0,0.00
lighttpd1-gcov/src/array.c,array_match_key_prefix,"array_match_key_prefix (const array * const a, const buffer * const b)",527,51,0,0.00
lighttpd1-gcov/src/array.c,array_match_key_prefix_nc,"array_match_key_prefix_nc (const array * const a, const buffer * const b)",539,51,0,0.00
lighttpd1-gcov/src/array.c,array_match_value_prefix,"array_match_value_prefix (const array * const a, const buffer * const b)",548,51,0,0.00
lighttpd1-gcov/src/array.c,array_match_value_prefix_nc,"array_match_value_prefix_nc (const array * const a, const buffer * const b)",554,51,0,0.00
lighttpd1-gcov/src/array.c,array_match_key_suffix,"array_match_key_suffix (const array * const a, const buffer * const b)",568,51,0,0.00
lighttpd1-gcov/src/array.c,array_match_key_suffix_nc,"array_match_key_suffix_nc (const array * const a, const buffer * const b)",582,51,0,0.00
lighttpd1-gcov/src/array.c,array_match_value_suffix,"array_match_value_suffix (const array * const a, const buffer * const b)",597,51,0,0.00
lighttpd1-gcov/src/array.c,array_match_value_suffix_nc,"array_match_value_suffix_nc (const array * const a, const buffer * const b)",612,44,0,0.00
lighttpd1-gcov/src/array.c,array_match_path_or_ext,"array_match_path_or_ext (const array * const a, const buffer * const b)",627,29,0,0.00
